label,text,source,group_id
Governing Law,"['This Agreement shall be governed by the laws of the State of New York and all disputes and controversies arising out of or in connection with the Agreement shall be brought exclusively before the competent courts in New York County, New York; provided however that judgment shall be enforceable in any country and that nothing in this Section shall prevent or restrict either Party from seeking interim relief in any competent jurisdiction as it may deem fit.']",cuad,cuad:HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_11776966_EX-10.1_Reseller Agreement.pdf
Governing Law,['This Agreement shall be governed by and interpreted and enforced in accordance with the laws of the Province of Ontario and the Parties agree to abide by the jurisdiction of the Courts of Ontario.'],cuad,cuad:HealthcentralCom_19991108_S-1A_EX-10.27_6623292_EX-10.27_Co-Branding Agreement.pdf
Governing Law,['The provisions of this Agreement shall be governed by and construed in accordance with the laws of the State of California (excluding any conflict of law rule or principle that would refer to the laws of another jurisdiction).'],cuad,cuad:HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement.pdf
Governing Law,['This Agreement shall be governed by the internal laws State of New York.'],cuad,cuad:ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.PDF
Governing Law,"['This Agreement shall be governed and construed in accordance with the laws of the State of Delaware, without reference to the conflicts of laws principles thereunder.']",cuad,cuad:IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT.PDF
Governing Law,"['The interpretation, construction and performance of this Agreement, and the rights granted and obligations arising hereunder, shall be governed in accordance with the substantive laws of the State of New York, without regard to its conflicts of law rules.']",cuad,cuad:IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.PDF
Governing Law,['his Agreement shall be governed by and construed in accordance with the laws of India and the Delhi Courts shall have exclusive jurisdiction over any legal proceedings in respect of this Agreement.'],cuad,cuad:IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT.PDF
Governing Law,"['This Agreement shall be construed, enforced, performed and in all respects governed by and in accordance with the laws in the State of Washington.']",cuad,cuad:INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF
Governing Law,"['This Agreement shall be construed, and the respective rights of the Parties determined, according to the substantive law of the State of Delaware notwithstanding the provisions governing conflict of laws under such Delaware law to the contrary, except matters of intellectual property law which shall be determined in accordance with the intellectual property laws relevant to the intellectual property in question.']",cuad,"cuad:INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF"
Governing Law,"['This Agreement shall become valid when executed and accepted by BKC in Miami, Florida; it shall be governed and construed under and in accordance with the laws of the State of Florida; U.S.A.; provided, however, that since the Franchisee is a corporation formed under the laws of the Republic of Poland which is not doing business in the State of Florida, the Florida Franchise Act, Florida Statutes Section 817.416(1971) shall not apply to this Agreement.']",cuad,cuad:INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF
Governing Law,"['This Agreement is to be governed by and construed in accordance with the laws of the State of New York, United States, notwithstanding any conflict of law provisions to the contrary.']",cuad,"cuad:INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.PDF"
Governing Law,"['This Agreement is governed by the laws of Victoria, Australia and the parties submit to the jurisdiction of the courts of Victoria, Australia']",cuad,cuad:INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.PDF
Governing Law,"['This Agreement shall be governed by and interpreted in accordance with the laws of the State of Texas, United States of America, without giving effect to any conflict of laws provisions.']",cuad,"cuad:IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF"
Governing Law,"['This Agreement shall be governed by and construed in accordance with the laws of the State of New York, without giving effect to New York conflict laws.']",cuad,"cuad:IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.PDF"
Governing Law,"['This Agreement is governed by the laws of the State of Texas, without regard to the conflict of laws provisions thereof.']",cuad,cuad:IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement.pdf
Governing Law,"['This Agreement shall be governed by and construed pursuant to the laws of the State of Indiana, U.S.A., without reference to principals of conflicts of laws.']",cuad,cuad:ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement.pdf
Governing Law,"['Should either Party herein initiate a legal proceeding for revoking any arbitration result regarding the Contract, both Parties herein agree to take the Miaoli District Court of Taiwan as the competent court of first instance pursuant to the laws of the R.O.C..']",cuad,cuad:ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.pdf
Governing Law,"['The construction, interpretation and performance of this Agreement and all transactions under it shall be governed by the law of the State of Israel, without giving effect to choice of law rules, and both Parties consent to jurisdiction by the courts of the City of Haifa.']",cuad,cuad:InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement.pdf
Governing Law,['This Agreement shall be construed in accordance with the laws of the State of Kansas.'],cuad,cuad:IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement.pdf
Governing Law,"['This Agreement has been entered into in the State of Tennessee, and the validity, interpretation and legal effect of this Agreement will be governed by the laws of the State of Tennessee applicable to contracts entered into and performed entirely within the State of Tennessee.']",cuad,cuad:IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf
Governing Law,"['The Agreement will be governed by and construed in accordance with the laws of the State of California, notwithstanding the actual state or country of residence or incorporation of Application Provider.']",cuad,cuad:InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement.pdf
Governing Law,['The laws of California shall govern the construction and enforceability of the Agreement.'],cuad,cuad:IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement.pdf
Governing Law,"['The validity, implementation and interpretation of this Agreement shall be governed by the laws of PRC.']",cuad,cuad:JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.PDF
Governing Law,"['The laws of the province of Ontario, Canada, govern this AGREEMENT and, in respect of any dispute, which may arise hereunder; Agent consents to the jurisdiction of the federal and provincial courts of Ontario, Canada.']",cuad,cuad:KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF
Governing Law,"['THE INTERPRETATION AND PERFORMANCE OF THIS CONTRACT SHALL BE IN ACCORDANCE WITH AND CONTROLLED BY THE LAWS OF THE STATE OF TEXAS, WITHOUT REGARD TO THE DOCTRINES GOVERNING CHOICE OF LAW.']",cuad,cuad:KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT.PDF
Governing Law,"['This Agreement will be construed under and in accordance with, and governed in all respects by, the laws of the State of New York, without regard to its conflicts of law principles.']",cuad,cuad:KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT.PDF
Governing Law,"['All disputes arising out of or in connection with this Agreement shall be finally settled under the Rules of Arbitration of the International Chamber of Commerce by one or more arbitrators appointed in accordance with the said Rules. Any such arbitration shall (i) be subject to the application of the Italian Law, (ii) take place in Paris, France and (iii) be conducted in English.']",cuad,"cuad:KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT.PDF"
Governing Law,['This Agreement is governed in all respects by the laws of the State of Delaware without giving effect to its conflict of laws principles.'],cuad,"cuad:KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1.pdf"
Governing Law,"['This Agreement shall be interpreted and enforced exclusively under the laws of the State of Israel, without regard to the conflict of laws provisions thereof.']",cuad,cuad:KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement.pdf
Governing Law,['This Agreement shall be governed by and construed in accordance with Swiss law.'],cuad,cuad:LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF
Governing Law,"['This Agreement is deemed to have been entered into in the State of Colorado, and its interpretation, construction, and the remedies for its enforcement or breach are to be applied pursuant to and in accordance with the laws of the State of Colorado.']",cuad,"cuad:LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF"
Governing Law,"['The execution, effect, interpretation and performance of this Agreement and resolution of any dispute arising from this Agreement will be governed by PRC Laws.']",cuad,cuad:LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF
Governing Law,['The terms of this Agreement shall be governed by and construed in accordance with the laws of England.'],cuad,cuad:LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT.PDF
Governing Law,['This Agreement is to be construed according to the laws of the State of Illinois.'],cuad,cuad:LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF
Governing Law,['This Agreement shall be constructed under and governed by the laws of the State of Tennessee.'],cuad,cuad:LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF
Governing Law,"['This Agreement shall be deemed to have been made and executed in the State of Missouri and any dispute arising thereunder shall be resolved in accordance with the laws of the State of Missouri, without reference to its rules governing conflicts of law.', 'This Agreement shall be subject to and governed by the laws of the State of Missouri, USA.']",cuad,cuad:LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.PDF
Governing Law,"['This Agreement shall be governed by and interpreted in accordance with the laws of the State of New York, USA without regard to conflict of laws principles.']",cuad,cuad:LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.PDF
Governing Law,['This Agreement shall be governed by and interpreted under the laws of the Commonwealth of Pennsylvania without regard to its conflicts of law provisions.'],cuad,cuad:LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement.pdf
Governing Law,"['This Agreement shall be governed by the laws of England and Wales, and all actions brought hereunder whether at law or in equity shall be brought in England.']",cuad,cuad:LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agreement.pdf
Governing Law,"['This Agreement will be governed by and construed in accordance with the laws of the State of New York without regard to its provisions concerning the applicability of the laws of other jurisdictions, and specifically excluding the United Nations Convention on the International Sale of Goods.']",cuad,cuad:LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.pdf
Governing Law,"[""This Agreement and any dispute or claim arising out of or in connection with it or its subject matter shall be governed by, and construed in accordance with, the laws of the People's Republic of China (without regard to its conflicts of laws rules that would mandate the application of the laws of another jurisdiction).""]",cuad,cuad:LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1.pdf
Governing Law,"['This Termination Agreement shall be governed by the laws of the PRC, without regard to conflicts of law principles.']",cuad,cuad:LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2.pdf
Governing Law,['This Agreement shall be construed and governed in accordance with the laws of the State of Maryland regardless of the place or places of its physical execution and performance.'],cuad,cuad:LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement.pdf
Governing Law,"['This Agreement, the legal relations between the parties, and any action, whether contractual or non-contractual, instituted by any party with respect to matters arising under or growing out of or in connection with or in respect of this Agreement shall be governed by and construed in accordance with the internal laws of the State of Arizona (U.S.A.), excluding any choice of law rules that may direct the application of the laws of another jurisdiction, and except that questions affecting the construction and effect of any Patent shall be determined by the law of the country in which the Patent has been granted.']",cuad,cuad:LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.pdf
Governing Law,"[""It will be governed by the law of the People's Republic of China ,otherwise it is governed by United Nations Convention on Contract for the International Sale of Goods.""]",cuad,cuad:LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement.pdf
Governing Law,"['This Agreement shall be governed by and interpreted in accordance with the laws of the State of Delaware, United States of America, without reference to conflict-of-laws principles.']",cuad,"cuad:Loop Industries, Inc. - Marketing Agreement.PDF"
Governing Law,"['This Agreement and the performance of transactions under this Agreement shall be governed by the substantive laws of the state of New York.', 'This Agreement and the rights and obligations of the parties hereto shall be construed in accordance with the substantive laws of the State of New York.']",cuad,cuad:MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
Governing Law,['This Agreement shall be governed by and construed in accordance with the laws of the State of Texas.'],cuad,cuad:MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF
Governing Law,"['This Agreement shall be interpreted, construed, governed, and enforced according to the laws of the Commonwealth of Virginia, without giving effect to its conflict of laws principles.']",cuad,"cuad:MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT.PDF"
Governing Law,"['This Agreement is made under and subject to the provision of the substantive laws of the State of New York, without giving effect to its conflict of law rules.']",cuad,cuad:MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.PDF
Governing Law,"['This Agreement shall be governed in all respects, including validity, interpretation, and effect, by, and construed in accordance with, the laws of the State of Delaware executed and to be performed wholly within the State of Delaware, without giving effect to the choice of law or conflict of law principles thereof or of any other jurisdiction to the extent that such principles would require or permit the application of the laws of another jurisdiction.']",cuad,"cuad:MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF"
Governing Law,['This Agreement shall be deemed to have been made in the -------------- state of Washington and shall be construed in accordance with the laws of the state of Washington.'],cuad,cuad:MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF
Governing Law,"['This Agreement shall be governed by and construed in accordance with the laws of the Arizona, without regard to the conflict of laws provisions thereof.']",cuad,cuad:MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT.PDF
Governing Law,"['The Parties agree that the venue for any action, injunctive application or dispute determinable by a court of law arising out of this Agreement and that this Agreement shall be governed by and construed and enforced in accordance with the laws of the State of North Carolina, without giving effect to choice of law or arbitration provisions, and that the federal and state courts therein shall have jurisdiction over the subject matter and the Parties.']",cuad,"cuad:MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.PDF"
Governing Law,"['By this Agreement the Participants enter into a general Joint Venture (the ""Joint Venture"") in accordance with the laws of The State of Florida.']",cuad,"cuad:MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.PDF"
Governing Law,"['Except to the extent preempted by Employee Retirement Income Security Act of 1974, as amended (""ERISA""), all rights hereunder shall be governed by and construed in accordance with the laws of the State of New York without regard to its rules governing conflicts of laws, or the rules of any other jurisdiction which would cause the laws of any\n\n\n\n\n\njurisdiction other than the State of New York to apply.']",cuad,cuad:MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.PDF
Governing Law,"['This Agreement shall be construed and interpreted in accordance with the laws of the State of Ohio, without recourse to any principles of law governing conflicts of law, which might otherwise be applicable.']",cuad,cuad:MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT.PDF
Governing Law,"['Except to the extent governed by the U.S. Trademark Act of 1946 (Lanham Act, 15 U.S.C. ""1051 et seq.), this Agreement, the other agreements referred herein, and the offer and the sale of the franchise shall be governed in all respects and aspects by the laws of the Commonwealth of Pennsylvania and expressly excluding the laws pertaining to the choice of law and conflict of laws.']",cuad,cuad:MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT.PDF
Governing Law,['This Agreement shall be construed in accordance with and governed by the substantive internal laws of the State of New York.'],cuad,cuad:MSCIINC_02_28_2008-EX-10.10-.PDF
Governing Law,['This Agreement shall be governed by and construed in accordance with the laws of the State of Colorado excluding its choice of law provisions.'],cuad,cuad:MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.PDF
Governing Law,"['This Agreement will be construed and interpreted and its performance governed by the laws of the State of New York, without giving effect to its conflict of laws principles.']",cuad,"cuad:Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.PDF"
Governing Law,"['THIS REMARKETING AGREEMENT AND THE PRICING AGREEMENT SHALL BE GOVERNED BY AND CONSTRUED IN ACCORDANCE WITH THE LAWS OF THE STATE OF NEW YORK, WITHOUT REGARD TO PRINCIPLES OF CONFLICTS OF LAW TO THE EXTENT THAT SUCH PRINCIPLES WOULD REQUIRE OR PERMIT THE APPLICATION OF LAWS OF ANOTHER JURISDICTION.']",cuad,"cuad:MetLife, Inc. - Remarketing Agreement.PDF"
Governing Law,"['This Agreement is subject to and governed by the laws of the State of Delaware, U.S.A. (without regard to conflict of law principles).']",cuad,cuad:Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
Governing Law,"['This Agreement is to be governed by and construed in accordance with the Laws of the State of California applicable to contracts made and to be performed wholly within such State, and without regard to the conflicts of laws principles thereof.']",cuad,cuad:MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement.pdf
Governing Law,"[""The validity, interpretation and performance of this Agreement and any dispute connected with this Agreement will be governed by and determined in accordance with the statutory, regulatory and decisional law of the State of Delaware (exclusive of such state's choice of laws or conflicts of laws rules) and, to the extent applicable, the federal statutory, regulatory and decisional law of the United States.""]",cuad,cuad:Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF
Governing Law,"['THIS AGREEMENT SHALL BE GOVERNED BY, AND CONSTRUED AND INTERPRETED IN ACCORDANCE WITH, THE LAW OF THE STATE OF NEW YORK.']",cuad,cuad:MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.pdf
Governing Law,"['The validity, construction and performance of this Agreement shall be governed by the laws of the State of New York.']",cuad,cuad:MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement.pdf
Governing Law,"['This Agreement has been executed and delivered in Los Angeles County in the State of California, and its interpretation, validity and performance shall be construed and enforced in accordance with the laws of the State of California.']",cuad,cuad:MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement.pdf
Governing Law,"['This agreement shall be governed by and subject to the internal laws (exclusive of the conflicts of law provisions) and decisions of the courts of the State of Illinois', 'This Agreement shall be governed by and interpreted under and in accordance with the laws of the State of Delaware without regard to principles of conflicts of laws.']",cuad,cuad:NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF
Governing Law,"['This Agreement and its interpretation shall be governed by the laws of the United States and, to the extent not inconsistent therewith, by the laws of the Commonwealth of Kentucky without regard to conflicts of laws rules.']",cuad,cuad:NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF
Governing Law,"[""The validity, construction, and performance of this Agreement shall be governed by and interpreted in accordance with the laws of the People's Republic of China.""]",cuad,cuad:NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.PDF
Governing Law,['THIS AGREEMENT SHALL BE GOVERNED BY AND CONSTRUED IN ACCORDANCE WITH THE LAWS OF THE SIATE OF TEXAS.'],cuad,cuad:NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New.pdf
Governing Law,"['This Agreement, including its attachment and order acknowledgments under the Agreement, constitutes the entire agreement between Distributor and NETGEAR with respect to the purchase, resale and distribution of the Products and is governed by the laws of the State of California except that body of law dealing with conflicts of law.']",cuad,"cuad:NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.pdf"
Governing Law,"['This Agreement will be governed by and construed in accordance with the laws of the State of California, notwithstanding the actual state or country of residence or incorporation of NetGrocer.']",cuad,cuad:NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.PDF
Governing Law,"['This Agreement shall be governed and construed in accordance with the laws of Maryland, without regard to its choice of law rules.']",cuad,cuad:NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
Governing Law,"['This Agreement shall be governed by and construed in accordance with the laws of the state of Israel, without giving effect to choice of law rules.']",cuad,cuad:NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.PDF
Governing Law,"['This Agreement shall be construed in accordance with and governed by the laws of the State of New York, except Section 25 below, which shall be construed in accordance with and governed by the laws of the Commonwealth of Massachusetts,<omitted>in each case without regard to conflict of laws principles that would require the application of the laws of another jurisdiction.']",cuad,cuad:NUVEEN - REMARKETING AGREEMENT.PDF
Governing Law,"['This Agreement, all amendments hereto, and any and all issues or controversies arising here from or related hereto, shall be governed by and construed exclusively in accordance with the laws of the State of New York.']",cuad,cuad:NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.pdf
Governing Law,"['The laws of the State of New York (without giving effect to its conflicts of law principles) govern all matters arising out of or relating to this Agreement and all of the transactions it contemplates, including without limitation, its validity, interpretation, construction, performance, and enforcement.']",cuad,cuad:NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement.pdf
Governing Law,"['This Agreement shall be governed by and construed in accordance with the substantive laws of the Netherlands, excluding its rules of conflicts of law and the United Nations Convention on Contracts for the International Sale of Goods dated 11 April 1980 (CISG), as amended from time to time.']",cuad,cuad:NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.pdf
Governing Law,"['This Agreement, and all matters arising out of or relating to this Agreement, shall be governed by the laws of the State of California.']",cuad,"cuad:OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF"
Governing Law,"['The validity, construction and interpretation of this Agreement and the rights and duties of the parties hereto shall be governed by the internal laws of the State of New York, excluding its principles of conflict of laws.']",cuad,cuad:OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF
Governing Law,"['The laws of the State of Florida shall govern this Agreement, without reference to conflicts of law provisions.']",cuad,"cuad:OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.PDF"
Governing Law,"['This Agreement shall be governed by and construed in accordance with the laws of the State of New York, without giving effect to any choice of law or conflict of law provision or rule whether such provision or rule is that of the State of New York or any other jurisdiction.']",cuad,"cuad:ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT.PDF"
Governing Law,['This Agreement shall be governed by the laws of the Province of Ontario and the federal laws of Canada applicable therein.'],cuad,cuad:ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT.PDF
Governing Law,"['This Agreement (and any question about its subsistence, effect or termination) is to be interpreted in accordance with the laws of India, save for that body of law which governs the conflict of laws.']",cuad,cuad:OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT.PDF
Governing Law,"['This Agreement shall be interpreted and governed by the laws of the State of Texas. Comware agrees to submit to the jurisdiction of the State of Texas, Bexar County, USA.']",cuad,"cuad:OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.PDF"
Governing Law,"['This Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of California and the laws of Hong Kong.']",cuad,cuad:PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.PDF
Governing Law,"['This Agreement and the relationship between the Parties shall be governed by, and interpreted in accordance with New York law without regard to provisions related to conflicts of laws, and, except as provided in Section 21.2 above, the Parties agree to submit any dispute to the exclusive jurisdiction of the federal and state courts sitting in New York.']",cuad,"cuad:PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF"
Governing Law,['This Agreement shall be governed by and construed in accordance with the laws of the Commonwealth of Massachusetts without giving effect to any choice or conflict of law provision or rule that would cause the application of laws of any other jurisdiction.'],cuad,cuad:PANDIONTHERAPEUTICSHOLDCOLLC_05_22_2020-EX-10.17-CONSULTING AGREEMENT.PDF
Governing Law,"['This Agreement shall be governed by the laws of the State of Connecticut, U.S.A. without regard to conflict of law principles.']",cuad,"cuad:PAXMEDICA,INC_07_02_2020-EX-10.12-Master Service Agreement.PDF"
Governing Law,"['This Agreement shall be construed and its provisions interpreted under and in accordance with the internal Laws of the State of Connecticut, without giving effect to principles of conflict or choice of laws of that or any other jurisdiction.']",cuad,cuad:PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF
Governing Law,['This Agreement will be governed by and construed in accordance with the Laws of the State of Illinois applicable to agreements made and to be performed wholly within that State without regard to its conflicts of laws provisions.'],cuad,"cuad:PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.PDF"
Governing Law,"['Except to the extent governed by the Federal Arbitration Act or other federal law, this Agreement and all claims arising from the relationship between Hyatt (and/or any of its Affiliates) and Playa (and/or any of its Affiliates) under this Agreement will be governed by the laws of the State of Illinois (U.S.A.), without regard to its conflict of laws rules, except that any Illinois law or any other law regulating the offer or sale of franchises, business opportunities, or similar interests, or governing the relationship between a franchisor and a franchisee or any similar relationship, will not apply unless its jurisdictional requirements are met independently without reference to this Section 4.']",cuad,cuad:PLAYAHOTELS&RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun).PDF
Governing Law,"['This Agreement and the rights of the Parties hereunder shall be governed by and construed in accordance with the laws of the Commonwealth of Pennsylvania including all matters of construction, validity, performance, and enforcement and without giving effect to the principles of conflict of laws.']",cuad,cuad:PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF
Governing Law,"['This Agreement shad be deemed a contract made under and shall be construed in accordance with and governed by the laws ofthe State ofTexas and that actions arising out ofthis Agreement may be litigated in courts having situs in Harris County, Texas.']",cuad,cuad:PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT.PDF
Governing Law,"['This Agreement (including any dispute hereunder) and the documents to be entered into pursuant to it, save as expressly otherwise provided therein, will be governed by and construed in accordance with the Laws of the Netherlands']",cuad,cuad:PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT.PDF
Governing Law,['This Agreement shall be ------------------------------------- governed by and construed in accordance with the substantive laws of the State of North Carolina.'],cuad,cuad:PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF
Governing Law,"['This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York.']",cuad,cuad:PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement.pdf
Governing Law,"['This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its principles of conflicts of law.']",cuad,cuad:PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.pdf
Governing Law,['This Agreement shall be governed by and construed in all respects exclusively in accordance with the laws of the Netherlands.'],cuad,cuad:PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.pdf
Governing Law,"['This Agreement shall be interpreted, construed and enforced in all respects in accordance with the laws of the State of Illinois, except with regards to its rules regarding choice of law.']",cuad,cuad:PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1.pdf
